sample_id,image_path,label,client_id,split
site-b_train_unsafe_pexels-photo-6393010,images/pexels-photo-6393010.jpeg,unsafe,site-b,train
site-b_train_unsafe_pexels-photo-12903170,images/pexels-photo-12903170.jpeg,unsafe,site-b,train
site-b_train_unsafe_pexels-photo-4491851,images/pexels-photo-4491851.jpeg,unsafe,site-b,train
site-b_train_unsafe_pexels-photo-8512125,images/pexels-photo-8512125.jpeg,unsafe,site-b,train
site-b_val_unsafe_pexels-photo-6964086,images/pexels-photo-6964086.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-8101983,images/pexels-photo-8101983.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7241628,images/pexels-photo-7241628.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-4904420,images/pexels-photo-4904420.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-4349848,images/pexels-photo-4349848.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-4570747,images/pexels-photo-4570747.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-5648455,images/pexels-photo-5648455.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-6790064,images/pexels-photo-6790064.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-5909686,images/pexels-photo-5909686.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7845240,images/pexels-photo-7845240.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-2628105,images/pexels-photo-2628105.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7578694,images/pexels-photo-7578694.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-9810390,images/pexels-photo-9810390.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-14515675,images/pexels-photo-14515675.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-5668853,images/pexels-photo-5668853.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-10375955,images/pexels-photo-10375955.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-4353580,images/pexels-photo-4353580.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-5410118,images/pexels-photo-5410118.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7221091,images/pexels-photo-7221091.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7675860,images/pexels-photo-7675860.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-4226264,images/pexels-photo-4226264.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-5641955,images/pexels-photo-5641955.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7437492,images/pexels-photo-7437492.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-4620609,images/pexels-photo-4620609.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7125436,images/pexels-photo-7125436.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-8985463,images/pexels-photo-8985463.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7014666,images/pexels-photo-7014666.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-7888654,images/pexels-photo-7888654.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-8985672,images/pexels-photo-8985672.jpeg,unsafe,site-b,val
site-b_val_unsafe_pexels-photo-10341122,images/pexels-photo-10341122.jpeg,unsafe,site-b,val
site-c_train_safe_pexels-photo-6195288,images/pexels-photo-6195288.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7728391,images/pexels-photo-7728391.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4254171,images/pexels-photo-4254171.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5973910,images/pexels-photo-5973910.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4240580,images/pexels-photo-4240580.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-18228115,images/pexels-photo-18228115.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-3678228,images/pexels-photo-3678228.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-15141529,images/pexels-photo-15141529.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5973926,images/pexels-photo-5973926.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7652188,images/pexels-photo-7652188.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8463197,images/pexels-photo-8463197.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-3688262,images/pexels-photo-3688262.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-6082416,images/pexels-photo-6082416.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5973879,images/pexels-photo-5973879.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7652189,images/pexels-photo-7652189.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4254158,images/pexels-photo-4254158.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4481531,images/pexels-photo-4481531.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5974331,images/pexels-photo-5974331.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-6790059,images/pexels-photo-6790059.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8101526,images/pexels-photo-8101526.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5580135,images/pexels-photo-5580135.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4226259,images/pexels-photo-4226259.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4254894,images/pexels-photo-4254894.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8488028,images/pexels-photo-8488028.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5688670,images/pexels-photo-5688670.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-618613,images/pexels-photo-618613.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-13408861,images/pexels-photo-13408861.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5691606,images/pexels-photo-5691606.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4920284,images/pexels-photo-4920284.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-3957980,images/pexels-photo-3957980.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7652055,images/pexels-photo-7652055.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5383806,images/pexels-photo-5383806.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4132651,images/pexels-photo-4132651.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-9090941,images/pexels-photo-9090941.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-10133578,images/pexels-photo-10133578.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8353765,images/pexels-photo-8353765.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7652173,images/pexels-photo-7652173.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5998506,images/pexels-photo-5998506.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8853502,images/pexels-photo-8853502.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-15576553,images/pexels-photo-15576553.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7651973,images/pexels-photo-7651973.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8961111,images/pexels-photo-8961111.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7709124,images/pexels-photo-7709124.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-3790811,images/pexels-photo-3790811.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4492078,images/pexels-photo-4492078.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-3874109,images/pexels-photo-3874109.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4888918,images/pexels-photo-4888918.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7651809,images/pexels-photo-7651809.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-6457602,images/pexels-photo-6457602.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8853504,images/pexels-photo-8853504.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-5647259,images/pexels-photo-5647259.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7461112,images/pexels-photo-7461112.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-4488658,images/pexels-photo-4488658.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8961401,images/pexels-photo-8961401.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-2163985,images/pexels-photo-2163985.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-8165280,images/pexels-photo-8165280.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-10307257,images/pexels-photo-10307257.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-7652247,images/pexels-photo-7652247.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-3791116,images/pexels-photo-3791116.jpeg,safe,site-c,train
site-c_train_safe_pexels-photo-6931346,images/pexels-photo-6931346.jpeg,safe,site-c,train
site-c_val_safe_pexels-photo-5974017,images/pexels-photo-5974017.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-3866632,images/pexels-photo-3866632.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-7728375,images/pexels-photo-7728375.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-10040011,images/pexels-photo-10040011.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-3880844,images/pexels-photo-3880844.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-4492088,images/pexels-photo-4492088.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-10088317,images/pexels-photo-10088317.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-18651844,images/pexels-photo-18651844.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-6127971,images/pexels-photo-6127971.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-5953555,images/pexels-photo-5953555.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-5974021,images/pexels-photo-5974021.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-14805033,images/pexels-photo-14805033.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-11784496,images/pexels-photo-11784496.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-17842695,images/pexels-photo-17842695.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-7690162,images/pexels-photo-7690162.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-8292785,images/pexels-photo-8292785.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-9622950,images/pexels-photo-9622950.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-4386121,images/pexels-photo-4386121.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-15866639,images/pexels-photo-15866639.jpeg,safe,site-c,val
site-c_val_safe_pexels-photo-6231718,images/pexels-photo-6231718.jpeg,safe,site-c,val
site-c_train_unsafe_pexels-photo-6001252,images/pexels-photo-6001252.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-9908667,images/pexels-photo-9908667.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7028721,images/pexels-photo-7028721.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7220894,images/pexels-photo-7220894.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6347949,images/pexels-photo-6347949.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-1310101,images/pexels-photo-1310101.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5673498,images/pexels-photo-5673498.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6231643,images/pexels-photo-6231643.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-8985927,images/pexels-photo-8985927.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-4620633,images/pexels-photo-4620633.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6129610,images/pexels-photo-6129610.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-4622421,images/pexels-photo-4622421.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6223005,images/pexels-photo-6223005.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-1325725,images/pexels-photo-1325725.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5231082,images/pexels-photo-5231082.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-8114298,images/pexels-photo-8114298.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6140126,images/pexels-photo-6140126.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-18969902,images/pexels-photo-18969902.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5356230,images/pexels-photo-5356230.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7278866,images/pexels-photo-7278866.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-3822958,images/pexels-photo-3822958.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5025663,images/pexels-photo-5025663.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5974004,images/pexels-photo-5974004.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6231657,images/pexels-photo-6231657.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6937428,images/pexels-photo-6937428.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-9077997,images/pexels-photo-9077997.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5726835,images/pexels-photo-5726835.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-10341108,images/pexels-photo-10341108.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5974328,images/pexels-photo-5974328.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-3689296,images/pexels-photo-3689296.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7065284,images/pexels-photo-7065284.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-13319077,images/pexels-photo-13319077.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6284898,images/pexels-photo-6284898.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-10375949,images/pexels-photo-10375949.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-9870134,images/pexels-photo-9870134.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6711651,images/pexels-photo-6711651.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5409664,images/pexels-photo-5409664.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7006681,images/pexels-photo-7006681.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5622305,images/pexels-photo-5622305.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-17042445,images/pexels-photo-17042445.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7682025,images/pexels-photo-7682025.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-8817837,images/pexels-photo-8817837.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6347963,images/pexels-photo-6347963.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7888681,images/pexels-photo-7888681.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6720534,images/pexels-photo-6720534.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-10347162,images/pexels-photo-10347162.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-9869649,images/pexels-photo-9869649.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7014673,images/pexels-photo-7014673.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7018657,images/pexels-photo-7018657.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-12902928,images/pexels-photo-12902928.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-12903155,images/pexels-photo-12903155.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-4559747,images/pexels-photo-4559747.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-3846012,images/pexels-photo-3846012.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-3070211,images/pexels-photo-3070211.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-3770291,images/pexels-photo-3770291.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-5324950,images/pexels-photo-5324950.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-7245746,images/pexels-photo-7245746.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6930897,images/pexels-photo-6930897.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6912878,images/pexels-photo-6912878.jpeg,unsafe,site-c,train
site-c_train_unsafe_pexels-photo-6231979,images/pexels-photo-6231979.jpeg,unsafe,site-c,train
site-c_val_unsafe_pexels-photo-5673518,images/pexels-photo-5673518.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5239740,images/pexels-photo-5239740.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5231244,images/pexels-photo-5231244.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-12307631,images/pexels-photo-12307631.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-7674980,images/pexels-photo-7674980.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5973861,images/pexels-photo-5973861.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5931817,images/pexels-photo-5931817.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-13565643,images/pexels-photo-13565643.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-3867836,images/pexels-photo-3867836.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-8069368,images/pexels-photo-8069368.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-7222234,images/pexels-photo-7222234.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5721002,images/pexels-photo-5721002.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5025660,images/pexels-photo-5025660.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-7441086,images/pexels-photo-7441086.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5710902,images/pexels-photo-5710902.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-6870311,images/pexels-photo-6870311.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-8961294,images/pexels-photo-8961294.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5974253,images/pexels-photo-5974253.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5025633,images/pexels-photo-5025633.jpeg,unsafe,site-c,val
site-c_val_unsafe_pexels-photo-5239739,images/pexels-photo-5239739.jpeg,unsafe,site-c,val
