sample_id,image_path,voc_path,client_id,split
site-a_train_pexels-photo-5493676,images/pexels-photo-5493676.jpeg,voc_labels/pexels-photo-5493676.xml,site-a,train
site-a_train_pexels-photo-8961261,images/pexels-photo-8961261.jpeg,voc_labels/pexels-photo-8961261.xml,site-a,train
site-a_train_pexels-photo-8293699,images/pexels-photo-8293699.jpeg,voc_labels/pexels-photo-8293699.xml,site-a,train
site-a_train_pexels-photo-17921805,images/pexels-photo-17921805.jpeg,voc_labels/pexels-photo-17921805.xml,site-a,train
site-a_train_pexels-photo-4634990,images/pexels-photo-4634990.jpeg,voc_labels/pexels-photo-4634990.xml,site-a,train
site-a_train_pexels-photo-8487376,images/pexels-photo-8487376.jpeg,voc_labels/pexels-photo-8487376.xml,site-a,train
site-a_train_pexels-photo-11293619,images/pexels-photo-11293619.jpeg,voc_labels/pexels-photo-11293619.xml,site-a,train
site-a_train_pexels-photo-8853541,images/pexels-photo-8853541.jpeg,voc_labels/pexels-photo-8853541.xml,site-a,train
site-a_train_pexels-photo-4254160,images/pexels-photo-4254160.jpeg,voc_labels/pexels-photo-4254160.xml,site-a,train
site-a_train_pexels-photo-6587167,images/pexels-photo-6587167.jpeg,voc_labels/pexels-photo-6587167.xml,site-a,train
site-a_train_pexels-photo-5493669,images/pexels-photo-5493669.jpeg,voc_labels/pexels-photo-5493669.xml,site-a,train
site-a_train_pexels-photo-10367886,images/pexels-photo-10367886.jpeg,voc_labels/pexels-photo-10367886.xml,site-a,train
site-a_val_pexels-photo-14466335,images/pexels-photo-14466335.jpeg,voc_labels/pexels-photo-14466335.xml,site-a,val
site-a_val_pexels-photo-15794743,images/pexels-photo-15794743.jpeg,voc_labels/pexels-photo-15794743.xml,site-a,val
site-a_val_pexels-photo-4254172,images/pexels-photo-4254172.jpeg,voc_labels/pexels-photo-4254172.xml,site-a,val
site-a_val_pexels-photo-4254166,images/pexels-photo-4254166.jpeg,voc_labels/pexels-photo-4254166.xml,site-a,val
site-a_val_pexels-photo-15200451,images/pexels-photo-15200451.jpeg,voc_labels/pexels-photo-15200451.xml,site-a,val
site-a_val_construction-site-build-construction-work-159306,images/construction-site-build-construction-work-159306.jpeg,voc_labels/construction-site-build-construction-work-159306.xml,site-a,val
site-a_val_pexels-photo-8961553,images/pexels-photo-8961553.jpeg,voc_labels/pexels-photo-8961553.xml,site-a,val
site-a_val_pexels-photo-8821640,images/pexels-photo-8821640.jpeg,voc_labels/pexels-photo-8821640.xml,site-a,val
site-a_val_pexels-photo-12741270,images/pexels-photo-12741270.jpeg,voc_labels/pexels-photo-12741270.xml,site-a,val
site-a_val_pexels-photo-8489862,images/pexels-photo-8489862.jpeg,voc_labels/pexels-photo-8489862.xml,site-a,val
site-a_val_pexels-photo-18381168,images/pexels-photo-18381168.jpeg,voc_labels/pexels-photo-18381168.xml,site-a,val
site-a_val_pexels-photo-5493664,images/pexels-photo-5493664.jpeg,voc_labels/pexels-photo-5493664.xml,site-a,val
site-a_val_pexels-photo-4254168,images/pexels-photo-4254168.jpeg,voc_labels/pexels-photo-4254168.xml,site-a,val
site-a_val_work-chinese-industrial-professional,images/work-chinese-industrial-professional.jpg,voc_labels/work-chinese-industrial-professional.xml,site-a,val
site-a_val_pexels-photo-15483318,images/pexels-photo-15483318.jpeg,voc_labels/pexels-photo-15483318.xml,site-a,val
site-a_val_pexels-photo-10246146,images/pexels-photo-10246146.jpeg,voc_labels/pexels-photo-10246146.xml,site-a,val
site-a_val_pexels-photo-7739856,images/pexels-photo-7739856.jpeg,voc_labels/pexels-photo-7739856.xml,site-a,val
site-a_val_pexels-photo-6158868,images/pexels-photo-6158868.jpeg,voc_labels/pexels-photo-6158868.xml,site-a,val
site-a_val_pexels-photo-2892419,images/pexels-photo-2892419.jpeg,voc_labels/pexels-photo-2892419.xml,site-a,val
site-a_val_pexels-photo-11429199,images/pexels-photo-11429199.jpeg,voc_labels/pexels-photo-11429199.xml,site-a,val
site-a_val_pexels-photo-8961029,images/pexels-photo-8961029.jpeg,voc_labels/pexels-photo-8961029.xml,site-a,val
site-a_val_pexels-photo-17842695,images/pexels-photo-17842695.jpeg,voc_labels/pexels-photo-17842695.xml,site-a,val
site-a_val_pexels-photo-8292785,images/pexels-photo-8292785.jpeg,voc_labels/pexels-photo-8292785.xml,site-a,val
site-a_val_pexels-photo-4386121,images/pexels-photo-4386121.jpeg,voc_labels/pexels-photo-4386121.xml,site-a,val
site-a_val_pexels-photo-15866639,images/pexels-photo-15866639.jpeg,voc_labels/pexels-photo-15866639.xml,site-a,val
site-a_val_pexels-photo-4254171,images/pexels-photo-4254171.jpeg,voc_labels/pexels-photo-4254171.xml,site-a,val
site-a_val_pexels-photo-8463197,images/pexels-photo-8463197.jpeg,voc_labels/pexels-photo-8463197.xml,site-a,val
site-a_val_pexels-photo-6082416,images/pexels-photo-6082416.jpeg,voc_labels/pexels-photo-6082416.xml,site-a,val
site-a_val_pexels-photo-4254158,images/pexels-photo-4254158.jpeg,voc_labels/pexels-photo-4254158.xml,site-a,val
site-a_val_pexels-photo-5580135,images/pexels-photo-5580135.jpeg,voc_labels/pexels-photo-5580135.xml,site-a,val
site-a_val_pexels-photo-4254894,images/pexels-photo-4254894.jpeg,voc_labels/pexels-photo-4254894.xml,site-a,val
site-a_val_pexels-photo-8488028,images/pexels-photo-8488028.jpeg,voc_labels/pexels-photo-8488028.xml,site-a,val
site-a_val_pexels-photo-5383806,images/pexels-photo-5383806.jpeg,voc_labels/pexels-photo-5383806.xml,site-a,val
site-a_val_pexels-photo-10133578,images/pexels-photo-10133578.jpeg,voc_labels/pexels-photo-10133578.xml,site-a,val
site-a_val_pexels-photo-8853502,images/pexels-photo-8853502.jpeg,voc_labels/pexels-photo-8853502.xml,site-a,val
site-a_val_pexels-photo-8961111,images/pexels-photo-8961111.jpeg,voc_labels/pexels-photo-8961111.xml,site-a,val
site-a_val_pexels-photo-8853504,images/pexels-photo-8853504.jpeg,voc_labels/pexels-photo-8853504.xml,site-a,val
site-a_val_pexels-photo-5647259,images/pexels-photo-5647259.jpeg,voc_labels/pexels-photo-5647259.xml,site-a,val
site-a_val_pexels-photo-7461112,images/pexels-photo-7461112.jpeg,voc_labels/pexels-photo-7461112.xml,site-a,val
site-a_val_pexels-photo-8961401,images/pexels-photo-8961401.jpeg,voc_labels/pexels-photo-8961401.xml,site-a,val
site-a_val_pexels-photo-12845907,images/pexels-photo-12845907.jpeg,voc_labels/pexels-photo-12845907.xml,site-a,val
site-a_val_pexels-photo-11139140,images/pexels-photo-11139140.jpeg,voc_labels/pexels-photo-11139140.xml,site-a,val
site-a_val_pexels-photo-5493675,images/pexels-photo-5493675.jpeg,voc_labels/pexels-photo-5493675.xml,site-a,val
site-a_val_pexels-photo-7155809,images/pexels-photo-7155809.jpeg,voc_labels/pexels-photo-7155809.xml,site-a,val
site-a_val_pexels-photo-11802670,images/pexels-photo-11802670.jpeg,voc_labels/pexels-photo-11802670.xml,site-a,val
site-a_val_pexels-photo-8853501,images/pexels-photo-8853501.jpeg,voc_labels/pexels-photo-8853501.xml,site-a,val
site-a_val_pexels-photo-5493662,images/pexels-photo-5493662.jpeg,voc_labels/pexels-photo-5493662.xml,site-a,val
site-a_val_pexels-photo-12555018,images/pexels-photo-12555018.jpeg,voc_labels/pexels-photo-12555018.xml,site-a,val
site-a_val_pexels-photo-9268558,images/pexels-photo-9268558.jpeg,voc_labels/pexels-photo-9268558.xml,site-a,val
site-a_val_pexels-photo-3736103,images/pexels-photo-3736103.jpeg,voc_labels/pexels-photo-3736103.xml,site-a,val
site-a_val_pexels-photo-15947586,images/pexels-photo-15947586.jpeg,voc_labels/pexels-photo-15947586.xml,site-a,val
site-a_val_pexels-photo-4254163,images/pexels-photo-4254163.jpeg,voc_labels/pexels-photo-4254163.xml,site-a,val
site-a_val_pexels-photo-8961554,images/pexels-photo-8961554.jpeg,voc_labels/pexels-photo-8961554.xml,site-a,val
site-a_val_pexels-photo-16647524,images/pexels-photo-16647524.jpeg,voc_labels/pexels-photo-16647524.xml,site-a,val
site-a_val_pexels-photo-586068,images/pexels-photo-586068.jpeg,voc_labels/pexels-photo-586068.xml,site-a,val
site-a_val_pexels-photo-9078399,images/pexels-photo-9078399.jpeg,voc_labels/pexels-photo-9078399.xml,site-a,val
site-a_val_pexels-photo-9270469,images/pexels-photo-9270469.jpeg,voc_labels/pexels-photo-9270469.xml,site-a,val
site-a_val_pexels-photo-12357625,images/pexels-photo-12357625.jpeg,voc_labels/pexels-photo-12357625.xml,site-a,val
site-a_val_pexels-photo-8961255,images/pexels-photo-8961255.jpeg,voc_labels/pexels-photo-8961255.xml,site-a,val
site-a_val_pexels-photo-17572739,images/pexels-photo-17572739.png,voc_labels/pexels-photo-17572739.xml,site-a,val
site-b_train_pexels-photo-4491873,images/pexels-photo-4491873.jpeg,voc_labels/pexels-photo-4491873.xml,site-b,train
site-b_train_pexels-photo-3736109,images/pexels-photo-3736109.jpeg,voc_labels/pexels-photo-3736109.xml,site-b,train
site-b_train_pexels-photo-5726694,images/pexels-photo-5726694.jpeg,voc_labels/pexels-photo-5726694.xml,site-b,train
site-b_train_pexels-photo-12203618,images/pexels-photo-12203618.jpeg,voc_labels/pexels-photo-12203618.xml,site-b,train
site-b_train_pexels-photo-5726797,images/pexels-photo-5726797.jpeg,voc_labels/pexels-photo-5726797.xml,site-b,train
site-b_train_pexels-photo-4031525,images/pexels-photo-4031525.jpeg,voc_labels/pexels-photo-4031525.xml,site-b,train
site-b_train_pexels-photo-5953581,images/pexels-photo-5953581.jpeg,voc_labels/pexels-photo-5953581.xml,site-b,train
site-b_train_pexels-photo-5726800,images/pexels-photo-5726800.jpeg,voc_labels/pexels-photo-5726800.xml,site-b,train
site-b_train_pexels-photo-8411429,images/pexels-photo-8411429.jpeg,voc_labels/pexels-photo-8411429.xml,site-b,train
site-b_train_pexels-photo-4492082,images/pexels-photo-4492082.jpeg,voc_labels/pexels-photo-4492082.xml,site-b,train
site-b_train_pexels-photo-8948277,images/pexels-photo-8948277.jpeg,voc_labels/pexels-photo-8948277.xml,site-b,train
site-b_train_pexels-photo-6129880,images/pexels-photo-6129880.jpeg,voc_labels/pexels-photo-6129880.xml,site-b,train
site-b_train_pexels-photo-6712949,images/pexels-photo-6712949.jpeg,voc_labels/pexels-photo-6712949.xml,site-b,train
site-b_train_pexels-photo-15016509,images/pexels-photo-15016509.jpeg,voc_labels/pexels-photo-15016509.xml,site-b,train
site-b_train_pexels-photo-6699396,images/pexels-photo-6699396.jpeg,voc_labels/pexels-photo-6699396.xml,site-b,train
site-b_train_pexels-photo-5206955,images/pexels-photo-5206955.jpeg,voc_labels/pexels-photo-5206955.xml,site-b,train
site-b_train_pexels-photo-6098065,images/pexels-photo-6098065.jpeg,voc_labels/pexels-photo-6098065.xml,site-b,train
site-b_train_pexels-photo-7449585,images/pexels-photo-7449585.jpeg,voc_labels/pexels-photo-7449585.xml,site-b,train
site-b_train_pexels-photo-5726709,images/pexels-photo-5726709.jpeg,voc_labels/pexels-photo-5726709.xml,site-b,train
site-b_train_pexels-photo-9819154,images/pexels-photo-9819154.jpeg,voc_labels/pexels-photo-9819154.xml,site-b,train
site-b_train_pexels-photo-4492121,images/pexels-photo-4492121.jpeg,voc_labels/pexels-photo-4492121.xml,site-b,train
site-b_train_pexels-photo-4575150,images/pexels-photo-4575150.jpeg,voc_labels/pexels-photo-4575150.xml,site-b,train
site-b_train_pexels-photo-16144873,images/pexels-photo-16144873.jpeg,voc_labels/pexels-photo-16144873.xml,site-b,train
site-b_train_pexels-photo-6097936,images/pexels-photo-6097936.jpeg,voc_labels/pexels-photo-6097936.xml,site-b,train
site-b_train_space-vintage-factory-windows,images/space-vintage-factory-windows.jpg,voc_labels/space-vintage-factory-windows.xml,site-b,train
site-b_train_pexels-photo-12203622,images/pexels-photo-12203622.jpeg,voc_labels/pexels-photo-12203622.xml,site-b,train
site-b_train_pexels-photo-3755849,images/pexels-photo-3755849.jpeg,voc_labels/pexels-photo-3755849.xml,site-b,train
site-b_train_pexels-photo-15016521,images/pexels-photo-15016521.jpeg,voc_labels/pexels-photo-15016521.xml,site-b,train
site-b_train_pexels-photo-7652393,images/pexels-photo-7652393.jpeg,voc_labels/pexels-photo-7652393.xml,site-b,train
site-b_train_pexels-photo-8990556,images/pexels-photo-8990556.jpeg,voc_labels/pexels-photo-8990556.xml,site-b,train
site-b_train_pexels-photo-209230,images/pexels-photo-209230.jpeg,voc_labels/pexels-photo-209230.xml,site-b,train
site-b_train_pexels-photo-4226207,images/pexels-photo-4226207.jpeg,voc_labels/pexels-photo-4226207.xml,site-b,train
site-b_train_pexels-photo-1267324,images/pexels-photo-1267324.jpeg,voc_labels/pexels-photo-1267324.xml,site-b,train
site-b_train_pexels-photo-4571000,images/pexels-photo-4571000.jpeg,voc_labels/pexels-photo-4571000.xml,site-b,train
site-b_train_pexels-photo-7652338,images/pexels-photo-7652338.jpeg,voc_labels/pexels-photo-7652338.xml,site-b,train
site-b_train_pexels-photo-12091691,images/pexels-photo-12091691.jpeg,voc_labels/pexels-photo-12091691.xml,site-b,train
site-b_train_pexels-photo-8948313,images/pexels-photo-8948313.jpeg,voc_labels/pexels-photo-8948313.xml,site-b,train
site-b_train_pexels-photo-19087917,images/pexels-photo-19087917.jpeg,voc_labels/pexels-photo-19087917.xml,site-b,train
site-b_train_pexels-photo-5998505,images/pexels-photo-5998505.jpeg,voc_labels/pexels-photo-5998505.xml,site-b,train
site-b_train_pexels-photo-13201048,images/pexels-photo-13201048.jpeg,voc_labels/pexels-photo-13201048.xml,site-b,train
site-b_train_pexels-photo-4492120,images/pexels-photo-4492120.jpeg,voc_labels/pexels-photo-4492120.xml,site-b,train
site-b_train_pexels-photo-13249411,images/pexels-photo-13249411.jpeg,voc_labels/pexels-photo-13249411.xml,site-b,train
site-b_train_pexels-photo-8942635,images/pexels-photo-8942635.jpeg,voc_labels/pexels-photo-8942635.xml,site-b,train
site-b_train_pexels-photo-4421546,images/pexels-photo-4421546.jpeg,voc_labels/pexels-photo-4421546.xml,site-b,train
site-b_train_pexels-photo-4491856,images/pexels-photo-4491856.jpeg,voc_labels/pexels-photo-4491856.xml,site-b,train
site-b_train_pexels-photo-8942238,images/pexels-photo-8942238.jpeg,voc_labels/pexels-photo-8942238.xml,site-b,train
site-b_train_pexels-photo-9057191,images/pexels-photo-9057191.jpeg,voc_labels/pexels-photo-9057191.xml,site-b,train
site-b_train_pexels-photo-2209529,images/pexels-photo-2209529.jpeg,voc_labels/pexels-photo-2209529.xml,site-b,train
site-b_train_pexels-photo-15016516,images/pexels-photo-15016516.jpeg,voc_labels/pexels-photo-15016516.xml,site-b,train
site-b_train_pexels-photo-8853503,images/pexels-photo-8853503.jpeg,voc_labels/pexels-photo-8853503.xml,site-b,train
site-b_train_pexels-photo-4492077,images/pexels-photo-4492077.jpeg,voc_labels/pexels-photo-4492077.xml,site-b,train
site-b_train_pexels-photo-3881422,images/pexels-photo-3881422.jpeg,voc_labels/pexels-photo-3881422.xml,site-b,train
site-b_train_pexels-photo-8475147,images/pexels-photo-8475147.jpeg,voc_labels/pexels-photo-8475147.xml,site-b,train
site-b_train_pexels-photo-5214949,images/pexels-photo-5214949.jpeg,voc_labels/pexels-photo-5214949.xml,site-b,train
site-b_train_pexels-photo-5452201,images/pexels-photo-5452201.jpeg,voc_labels/pexels-photo-5452201.xml,site-b,train
site-b_train_pexels-photo-5726707,images/pexels-photo-5726707.jpeg,voc_labels/pexels-photo-5726707.xml,site-b,train
site-b_train_pexels-photo-5234522,images/pexels-photo-5234522.jpeg,voc_labels/pexels-photo-5234522.xml,site-b,train
site-b_train_pexels-photo-5452197,images/pexels-photo-5452197.jpeg,voc_labels/pexels-photo-5452197.xml,site-b,train
site-b_train_pexels-photo-19151978,images/pexels-photo-19151978.jpeg,voc_labels/pexels-photo-19151978.xml,site-b,train
site-b_train_pexels-photo-5726702,images/pexels-photo-5726702.jpeg,voc_labels/pexels-photo-5726702.xml,site-b,train
site-b_train_pexels-photo-5207031,images/pexels-photo-5207031.jpeg,voc_labels/pexels-photo-5207031.xml,site-b,train
site-b_train_pexels-photo-5953550,images/pexels-photo-5953550.jpeg,voc_labels/pexels-photo-5953550.xml,site-b,train
site-b_train_pexels-photo-5726696,images/pexels-photo-5726696.jpeg,voc_labels/pexels-photo-5726696.xml,site-b,train
site-b_train_pexels-photo-7213657,images/pexels-photo-7213657.jpeg,voc_labels/pexels-photo-7213657.xml,site-b,train
site-b_train_pexels-photo-15016523,images/pexels-photo-15016523.jpeg,voc_labels/pexels-photo-15016523.xml,site-b,train
site-b_train_pexels-photo-6170589,images/pexels-photo-6170589.jpeg,voc_labels/pexels-photo-6170589.xml,site-b,train
site-b_train_pexels-photo-6627922,images/pexels-photo-6627922.jpeg,voc_labels/pexels-photo-6627922.xml,site-b,train
site-b_train_pexels-photo-5726704,images/pexels-photo-5726704.jpeg,voc_labels/pexels-photo-5726704.xml,site-b,train
site-b_train_pexels-photo-11114134,images/pexels-photo-11114134.jpeg,voc_labels/pexels-photo-11114134.xml,site-b,train
site-b_train_pexels-photo-5726703,images/pexels-photo-5726703.jpeg,voc_labels/pexels-photo-5726703.xml,site-b,train
site-b_train_pexels-photo-4884204,images/pexels-photo-4884204.jpeg,voc_labels/pexels-photo-4884204.xml,site-b,train
site-b_train_pexels-photo-5953543,images/pexels-photo-5953543.jpeg,voc_labels/pexels-photo-5953543.xml,site-b,train
site-b_train_pexels-photo-4491911,images/pexels-photo-4491911.jpeg,voc_labels/pexels-photo-4491911.xml,site-b,train
site-b_train_pexels-photo-5327588,images/pexels-photo-5327588.jpeg,voc_labels/pexels-photo-5327588.xml,site-b,train
site-b_train_pexels-photo-6439163,images/pexels-photo-6439163.jpeg,voc_labels/pexels-photo-6439163.xml,site-b,train
site-b_train_pexels-photo-5726715,images/pexels-photo-5726715.jpeg,voc_labels/pexels-photo-5726715.xml,site-b,train
site-b_train_pexels-photo-3957986,images/pexels-photo-3957986.jpeg,voc_labels/pexels-photo-3957986.xml,site-b,train
site-b_train_pexels-photo-10084716,images/pexels-photo-10084716.jpeg,voc_labels/pexels-photo-10084716.xml,site-b,train
site-b_train_pexels-photo-5726783,images/pexels-photo-5726783.jpeg,voc_labels/pexels-photo-5726783.xml,site-b,train
site-b_train_pexels-photo-9226957,images/pexels-photo-9226957.jpeg,voc_labels/pexels-photo-9226957.xml,site-b,train
site-b_train_pexels-photo-9162007,images/pexels-photo-9162007.jpeg,voc_labels/pexels-photo-9162007.xml,site-b,train
site-b_train_pexels-photo-5215013,images/pexels-photo-5215013.jpeg,voc_labels/pexels-photo-5215013.xml,site-b,train
site-b_train_pexels-photo-6712955,images/pexels-photo-6712955.jpeg,voc_labels/pexels-photo-6712955.xml,site-b,train
site-b_train_pexels-photo-5463575,images/pexels-photo-5463575.jpeg,voc_labels/pexels-photo-5463575.xml,site-b,train
site-b_train_pexels-photo-6097687,images/pexels-photo-6097687.jpeg,voc_labels/pexels-photo-6097687.xml,site-b,train
site-b_train_pexels-photo-6285362,images/pexels-photo-6285362.jpeg,voc_labels/pexels-photo-6285362.xml,site-b,train
site-b_train_pexels-photo-4031523,images/pexels-photo-4031523.jpeg,voc_labels/pexels-photo-4031523.xml,site-b,train
site-b_train_pexels-photo-15923439,images/pexels-photo-15923439.jpeg,voc_labels/pexels-photo-15923439.xml,site-b,train
site-b_train_pexels-photo-15392937,images/pexels-photo-15392937.jpeg,voc_labels/pexels-photo-15392937.xml,site-b,train
site-b_train_pexels-photo-4888854,images/pexels-photo-4888854.jpeg,voc_labels/pexels-photo-4888854.xml,site-b,train
site-b_train_pexels-photo-8942737,images/pexels-photo-8942737.jpeg,voc_labels/pexels-photo-8942737.xml,site-b,train
site-b_train_pexels-photo-6699400,images/pexels-photo-6699400.jpeg,voc_labels/pexels-photo-6699400.xml,site-b,train
site-b_train_pexels-photo-5214994,images/pexels-photo-5214994.jpeg,voc_labels/pexels-photo-5214994.xml,site-b,train
site-b_train_pexels-photo-14846150,images/pexels-photo-14846150.jpeg,voc_labels/pexels-photo-14846150.xml,site-b,train
site-b_train_pexels-photo-7532057,images/pexels-photo-7532057.jpeg,voc_labels/pexels-photo-7532057.xml,site-b,train
site-b_train_pexels-photo-8246485,images/pexels-photo-8246485.jpeg,voc_labels/pexels-photo-8246485.xml,site-b,train
site-b_train_pexels-photo-3957993,images/pexels-photo-3957993.jpeg,voc_labels/pexels-photo-3957993.xml,site-b,train
site-b_train_pexels-photo-4884206,images/pexels-photo-4884206.jpeg,voc_labels/pexels-photo-4884206.xml,site-b,train
site-b_train_pexels-photo-6098070,images/pexels-photo-6098070.jpeg,voc_labels/pexels-photo-6098070.xml,site-b,train
site-b_train_pexels-photo-5998493,images/pexels-photo-5998493.jpeg,voc_labels/pexels-photo-5998493.xml,site-b,train
site-b_train_pexels-photo-5934367,images/pexels-photo-5934367.jpeg,voc_labels/pexels-photo-5934367.xml,site-b,train
site-b_train_pexels-photo-6285412,images/pexels-photo-6285412.jpeg,voc_labels/pexels-photo-6285412.xml,site-b,train
site-b_train_pexels-photo-11105404,images/pexels-photo-11105404.jpeg,voc_labels/pexels-photo-11105404.xml,site-b,train
site-b_train_pexels-photo-16144870,images/pexels-photo-16144870.jpeg,voc_labels/pexels-photo-16144870.xml,site-b,train
site-b_train_pexels-photo-15016530,images/pexels-photo-15016530.jpeg,voc_labels/pexels-photo-15016530.xml,site-b,train
site-b_train_pexels-photo-4727214,images/pexels-photo-4727214.jpeg,voc_labels/pexels-photo-4727214.xml,site-b,train
site-b_train_pexels-photo-4421500,images/pexels-photo-4421500.jpeg,voc_labels/pexels-photo-4421500.xml,site-b,train
site-b_train_pexels-photo-7025687,images/pexels-photo-7025687.jpeg,voc_labels/pexels-photo-7025687.xml,site-b,train
site-b_train_pexels-photo-7652334,images/pexels-photo-7652334.jpeg,voc_labels/pexels-photo-7652334.xml,site-b,train
site-b_train_pexels-photo-4421499,images/pexels-photo-4421499.jpeg,voc_labels/pexels-photo-4421499.xml,site-b,train
site-b_train_pexels-photo-7697342,images/pexels-photo-7697342.jpeg,voc_labels/pexels-photo-7697342.xml,site-b,train
site-b_train_pexels-photo-8937402,images/pexels-photo-8937402.jpeg,voc_labels/pexels-photo-8937402.xml,site-b,train
site-b_train_pexels-photo-4492080,images/pexels-photo-4492080.jpeg,voc_labels/pexels-photo-4492080.xml,site-b,train
site-b_train_pexels-photo-7584492,images/pexels-photo-7584492.jpeg,voc_labels/pexels-photo-7584492.xml,site-b,train
site-b_train_pexels-photo-7652339,images/pexels-photo-7652339.jpeg,voc_labels/pexels-photo-7652339.xml,site-b,train
site-b_train_pexels-photo-4492086,images/pexels-photo-4492086.jpeg,voc_labels/pexels-photo-4492086.xml,site-b,train
site-b_train_pexels-photo-13757429,images/pexels-photo-13757429.jpeg,voc_labels/pexels-photo-13757429.xml,site-b,train
site-b_train_pexels-photo-6097940,images/pexels-photo-6097940.jpeg,voc_labels/pexels-photo-6097940.xml,site-b,train
site-b_train_pexels-photo-5452203,images/pexels-photo-5452203.jpeg,voc_labels/pexels-photo-5452203.xml,site-b,train
site-b_train_pexels-photo-6044489,images/pexels-photo-6044489.jpeg,voc_labels/pexels-photo-6044489.xml,site-b,train
site-b_train_pexels-photo-5789363,images/pexels-photo-5789363.jpeg,voc_labels/pexels-photo-5789363.xml,site-b,train
site-b_train_pexels-photo-14036795,images/pexels-photo-14036795.jpeg,voc_labels/pexels-photo-14036795.xml,site-b,train
site-b_train_pexels-photo-12935044,images/pexels-photo-12935044.jpeg,voc_labels/pexels-photo-12935044.xml,site-b,train
site-b_train_pexels-photo-4888378,images/pexels-photo-4888378.jpeg,voc_labels/pexels-photo-4888378.xml,site-b,train
site-b_train_pexels-photo-4571655,images/pexels-photo-4571655.jpeg,voc_labels/pexels-photo-4571655.xml,site-b,train
site-b_train_pexels-photo-11712738,images/pexels-photo-11712738.jpeg,voc_labels/pexels-photo-11712738.xml,site-b,train
site-b_train_pexels-photo-6098068,images/pexels-photo-6098068.jpeg,voc_labels/pexels-photo-6098068.xml,site-b,train
site-b_train_pexels-photo-5726785,images/pexels-photo-5726785.jpeg,voc_labels/pexels-photo-5726785.xml,site-b,train
site-b_train_pexels-photo-4492090,images/pexels-photo-4492090.jpeg,voc_labels/pexels-photo-4492090.xml,site-b,train
site-b_train_pexels-photo-10698291,images/pexels-photo-10698291.jpeg,voc_labels/pexels-photo-10698291.xml,site-b,train
site-b_train_pexels-photo-10110710,images/pexels-photo-10110710.jpeg,voc_labels/pexels-photo-10110710.xml,site-b,train
site-b_train_pexels-photo-3562316,images/pexels-photo-3562316.jpeg,voc_labels/pexels-photo-3562316.xml,site-b,train
site-b_train_pexels-photo-4491916,images/pexels-photo-4491916.jpeg,voc_labels/pexels-photo-4491916.xml,site-b,train
site-b_train_pexels-photo-7652345,images/pexels-photo-7652345.jpeg,voc_labels/pexels-photo-7652345.xml,site-b,train
site-b_train_pexels-photo-15016508,images/pexels-photo-15016508.jpeg,voc_labels/pexels-photo-15016508.xml,site-b,train
site-b_train_pexels-photo-7652394,images/pexels-photo-7652394.jpeg,voc_labels/pexels-photo-7652394.xml,site-b,train
site-b_train_pexels-photo-6129240,images/pexels-photo-6129240.jpeg,voc_labels/pexels-photo-6129240.xml,site-b,train
site-b_train_pexels-photo-5745819,images/pexels-photo-5745819.jpeg,voc_labels/pexels-photo-5745819.xml,site-b,train
site-b_train_pexels-photo-5726834,images/pexels-photo-5726834.jpeg,voc_labels/pexels-photo-5726834.xml,site-b,train
site-b_train_pexels-photo-8413080,images/pexels-photo-8413080.jpeg,voc_labels/pexels-photo-8413080.xml,site-b,train
site-b_train_pexels-photo-5327866,images/pexels-photo-5327866.jpeg,voc_labels/pexels-photo-5327866.xml,site-b,train
site-b_train_pexels-photo-6285411,images/pexels-photo-6285411.jpeg,voc_labels/pexels-photo-6285411.xml,site-b,train
site-b_train_pexels-photo-4226219,images/pexels-photo-4226219.jpeg,voc_labels/pexels-photo-4226219.xml,site-b,train
site-b_train_pexels-photo-4421547,images/pexels-photo-4421547.jpeg,voc_labels/pexels-photo-4421547.xml,site-b,train
site-b_train_pexels-photo-15016522,images/pexels-photo-15016522.jpeg,voc_labels/pexels-photo-15016522.xml,site-b,train
site-b_train_pexels-photo-14578285,images/pexels-photo-14578285.jpeg,voc_labels/pexels-photo-14578285.xml,site-b,train
site-b_train_pexels-photo-8942699,images/pexels-photo-8942699.jpeg,voc_labels/pexels-photo-8942699.xml,site-b,train
site-b_train_pexels-photo-4492089,images/pexels-photo-4492089.jpeg,voc_labels/pexels-photo-4492089.xml,site-b,train
site-b_train_pexels-photo-5726810,images/pexels-photo-5726810.jpeg,voc_labels/pexels-photo-5726810.xml,site-b,train
site-b_train_pexels-photo-4543938,images/pexels-photo-4543938.jpeg,voc_labels/pexels-photo-4543938.xml,site-b,train
site-b_train_pexels-photo-13532463,images/pexels-photo-13532463.jpeg,voc_labels/pexels-photo-13532463.xml,site-b,train
site-b_train_pexels-photo-8460093,images/pexels-photo-8460093.jpeg,voc_labels/pexels-photo-8460093.xml,site-b,train
site-b_train_pexels-photo-5726795,images/pexels-photo-5726795.jpeg,voc_labels/pexels-photo-5726795.xml,site-b,train
site-b_train_pexels-photo-15056625,images/pexels-photo-15056625.jpeg,voc_labels/pexels-photo-15056625.xml,site-b,train
site-b_train_pexels-photo-5327578,images/pexels-photo-5327578.jpeg,voc_labels/pexels-photo-5327578.xml,site-b,train
site-b_train_pexels-photo-12877367,images/pexels-photo-12877367.jpeg,voc_labels/pexels-photo-12877367.xml,site-b,train
site-b_train_pexels-photo-5234523,images/pexels-photo-5234523.jpeg,voc_labels/pexels-photo-5234523.xml,site-b,train
